TEXT;Age group;Gender;TOPICS
Quite a wide selection of foods suitable for people with lactose intolerance;30 - 60;Female;Range of goods
Spaciousness of the shop, assortment selection;< 30;Male;Space | Range of goods
It's super, quality food, friendly staff;< 30;Male;Staff | Quality of goods
Cleanliness, larger assortment, better arrangement;< 30;Male;Clarity | Range of goods | Cleanliness
I go here for good baguettes but often there is a bad vegetable.;60+;Female;Quality of FV | Quality of goods
Have good action, close to the train.;< 30;Male;Promotions | Proximity
Favorite store, I like reconstruction;< 30;Male;Look and feel
Good parking and fresh food.;60+;Female;Parking | Quality of goods
Transparency and a large selection of products;60+;Female;Clarity | Range of goods
It's nice and close to me.;60+;Female;Look and feel | Proximity
Space, assortment, distance;< 30;Male;Space | Range of goods | Proximity
It's pretty small so it's uncomfortable when there's a lot of people here;30 - 60;Female;Queues | Space
There is a small selection of goods mainly cheese;30 - 60;Female;Range of goods
All the friendly staff here;30 - 60;Female;Staff
It suits me its opening hours, I buy here what I need.;< 30;Female;Opening hours | Range of goods
It's spacious here Ales couple was better;30 - 60;Male;Space
Vegetables a lot of poor quality, waiting at the checkout;30 - 60;Male;Availability of goods | Availability of FV | Quality of FV | Queues | Quality of goods
I don't like anything here, it doesn't feel comfortable to me.;60+;Female;Arrangement of the store | Look and feel
A larger assortment of fruits and vegetables;60+;Male;Range of FV | Range of goods
High prices;30 - 60;Female;Pricing
They're very nice and neat.;< 30;Female;Look and feel
Good action. Otherwise, trade old and unattractive.;30 - 60;Female;Promotions
When something runs out I have the frog closest;< 30;Female;Availability of goods | Proximity
There is order and space between the shelves, I have peace of shopping.;30 - 60;Male;Look and feel | Cleanliness
Almost no queues and have everything you need;30 - 60;Female;Availability of goods | Queues | Range of goods
Large and nice parking, everywhere in the shop clean and a large space between the shelves;30 - 60;Male;Look and feel | Parking | Space | Cleanliness
The location does not take over the quantity of goods.;60+;Male;Range of goods
There's a lack of vegetable fruits;60+;Male;Availability of goods | Range of FV | Availability of FV | Range of goods
Well, there is a large selection of groceries;< 30;Female;Look and feel | Range of goods
It's perfect here. When I arrive, there are not too many people at the ticket offices. It goes fast;60+;Female;Look and feel | Queues | Quality of goods
It's more expensive than Kaufland.;60+;Female;Pricing
Transparency of the shop, nice staff;60+;Female;Arrangement of the store | Clarity | Staff
Annoying operation of a convenient event;60+;Female;Staff
Because it is not completely wrong, but not without error;30 - 60;Female;Other
Fresh vegetables, fresh chilled meat;< 30;Female;Quality of FV | Quality of meat | Quality of goods
A lot of dairy products and sweets from abroad.;30 - 60;Male;Availability of goods | Range of goods
We have no problem, availability, range, willingness;< 30;Female;Range of goods | Proximity | Staff
Lack of open cash registers.;30 - 60;Female;Queues
Only more discounts on fruits and vegetables;< 30;Female;Promotions
They don't have Zirovnik Balkan cheese here. Vegetables sometimes managed or rotten.;60+;Female;Quality of FV | Range of goods | Quality of goods
Well available special offers. Great prices;60+;Female;Pricing | Promotions
Higher prices had space, otherwise everything OK.;30 - 60;Male;Pricing | Space
We are closely connected with the assortment and all the others.;30 - 60;Male;Look and feel
I got it on my way to the bank and the house;60+;Male;Range of goods
It's nice here and it's clear;< 30;Female;Look and feel | Clarity
Beautiful and clean shop all super;60+;Male;Look and feel | Cleanliness
Big queues, prices are different than in the leaflet;30 - 60;Female;Queues | Pricing | Price Tags
It's quiet and parked well, but the mess.;60+;Male;Cleanliness
I go here for small shopping and big;60+;Male;Range of goods
The store is still improving in services;60+;Female;Look and feel
More discounts and clear store;< 30;Male;Clarity | Promotions
Wide range of goods, selection of fresh meat;< 30;Male;Quality of meat | Range of meat | Range of goods | Quality of goods
Distance, space, good bread;< 30;Male;Quality of bakery | Space | Proximity | Quality of goods
I don't miss anything here.;< 30;Female;Range of goods
Bargain promotions and clear shop;< 30;Female;Clarity | Promotions | Cleanliness
Availability, lots of other shops;< 30;Female;Availability of goods | Proximity
More open cash registers, improved toilets;60+;Male;Other
Quite a wide selection of foods suitable for people with lactose intolerance;60+;Female;Range of goods
Fresh food, selection, cash registers. Selection of non-food and gods.;60+;Male;Self-checkout | Range of goods | Quality of goods
Bad fruit.;30 - 60;Male;Quality of FV | Quality of goods
I put the self-serve here, then no queues will form;60+;Male;Queues | Self-checkout
Large assortment of food;< 30;Female;Range of goods
After reconstruction it looks better and clearer and some things I can not find;30 - 60;Female;Arrangement of the store | Clarity
Good choice, good action, friendly staff;30 - 60;Female;Promotions | Range of goods | Staff
I got it closest.;30 - 60;Male;Proximity
Shop is near my home;30 - 60;Male;Proximity
I'm happy here. I come here well.;< 30;Male;Look and feel
What I need to buy here;30 - 60;Female;Range of goods
Self-service checkouts could also be made for cash;60+;Male;Self-checkout
I prefer to come here small and have it fresh here;30 - 60;Male;Space | Quality of goods
Friendly approach to the customer;60+;Female;Staff
I don't like meat, the quality of meat.;30 - 60;Male;Quality of meat | Quality of goods
We recently moved in and buy advice here;< 30;Female;Look and feel
Sometimes I stop here, but it's not a shop where I would like to shop regularly;< 30;Female;Look and feel
Everything is in order nice staff;60+;Female;Availability of goods | Staff
There is a pleasant environment and I buy different assortment.;60+;Female;Look and feel | Range of goods
A wide range of ready-made snacks, such as baguette, salad;60+;Female;Range of goods
The small shop in Rožnov is larger;30 - 60;Male;Space
Convenient and wide range of products;< 30;Male;Arrangement of the store | Clarity | Range of goods
Large selection of hardened pastry foods.;< 30;Male;Quality of bakery | Quality of goods
So because it's clear here and it's clean and nice;60+;Male;Arrangement of the store | Look and feel | Clarity | Cleanliness
Everything is better after rebuilding, beautiful storage boxes;< 30;Female;Look and feel
So that they are not so big queues;< 30;Female;Queues
It is easily accessible, has many special offers and a large selection of goods.;30 - 60;Male;Promotions | Range of goods
We only come here when more stuff is in the action price;30 - 60;Male;Availability of goods | Promotions | Availability of promo goods
Queues at the box office are sometimes;30 - 60;Male;Queues
In my opinion, it is a fair evaluation and I am satisfied here;< 30;Female;Look and feel
Well, there are a lot of people here;30 - 60;Female;Queues | Space
Everything is fresh, but mainly it is tidy and clear.;30 - 60;Male;Clarity | Cleanliness | Quality of goods
Sometimes there are not many fresh vegetables or supplemented goods;< 30;Female;Availability of goods | Quality of FV | Quality of goods
I'm getting a little lost here. It's too big for me;30 - 60;Female;Arrangement of the store | Space
Add goods more often.;60+;Male;Availability of goods | Availability of bakery
Quality food.;60+;Male;Quality of goods
Vegetables are not good, staff is not friendly.;60+;Male;Quality of FV | Staff | Quality of goods
Sausages interlace with old and vegetables are rotten.;60+;Female;Quality of FV | Quality of meat | Quality of goods
I'm happy, it's small here.;60+;Female;Look and feel | Space
It improved a lot, friendly staff;60+;Male;Look and feel | Staff
I miss the counter with fresh meat;< 30;Female;Quality of meat | Quality of goods
Make a difference;60+;Male;Arrangement of the store
At this hour I will buy here in peace;30 - 60;Male;Availability of goods | Opening hours | Queues | Range of goods
Lack of some action items, otherwise quite well.;30 - 60;Male;Availability of goods | Availability of promo goods
Nice and relaxed staff with good discounts and find everything I need;< 30;Male;Arrangement of the store | Look and feel | Promotions | Staff
Friendly staff and quiet environment;60+;Male;Look and feel | Staff
A fresher assortment of meat and also deliver pastries for dinner;60+;Male;Availability of goods | Quality of meat | Range of meat | Availability of bakery | Quality of bakery | Range of goods | Quality of goods
Nice nice shop, spacious;< 30;Female;Look and feel | Space
There are not so many people here and the business is spacious;60+;Female;Queues | Space
I got it close here, what I need to buy here. It became very expensive;60+;Female;Availability of goods | Range of goods | Proximity
Bad vegetables bad fruit, cheap prices;60+;Female;Quality of FV | Quality of goods
Helpful staff, modified shop.;30 - 60;Male;Look and feel | Staff
Availability, opening hours. Range of goods;< 30;Male;Opening hours | Range of goods
Everything okay without complications;60+;Male;Other
I have no problem here;30 - 60;Female;Arrangement of the store | Range of goods
It feels awful here, it looks like a warehouse, outdated, spinous, poor quality of meat and sausages, queues;60+;Female;Quality of meat | Look and feel | Queues | Cleanliness | Quality of goods
Well, because it happened to me that I bought spoiled goods.;< 30;Male;Quality of goods
Great satisfaction with the product range and overall;30 - 60;Female;Availability of goods | Look and feel | Range of goods
I'll buy what I need;< 30;Female;Availability of goods
If it sat to pay at a separate cash register;30 - 60;Male;Self-checkout
The sausages are not fresh and the bread is good only in the morning;< 30;Male;Quality of bakery | Quality of goods
I have it near the house and that's an advantage;60+;Female;Proximity
More staff because I can't find the goods.;< 30;Female;Arrangement of the store | Staff
Queues occasionally;< 30;Male;Queues
Unclear, small selection of cheese, spreads, not completely clean;60+;Female;Clarity | Range of goods | Cleanliness
